"pmid","journalTitle","citedByCount"
"28959737","mSphere",5
"26137232","Biomed Rep",5
"28899340","BMC Genomics",5
"28898255","PLoS One",5
"28983419","Intell Inf Manag",5
"28916784","Nat Commun",5
"27822535","mSystems",5
"25634120","Funct Integr Genomics",5
"25708115","BMC Syst Biol",5
"28880903","PLoS One",5
"25662972","Appl Environ Microbiol",5
"27080513","Sci Rep",5
"28970833","Front Immunol",5
"25026297","Oncotarget",5
"24244287","PLoS One",5
"28852120","Sci Rep",5
"30696714","Development",5
"24886704","BMC Syst Biol",5
"28633455","J Infect Dis",5
"26975833","Sci Rep",5
"28824593","Front Microbiol",5
"30638446","Elife",5
"21371302","BMC Med Genomics",5
"27012456","Genomics Proteomics Bioinformatics",5
"28740252","Sci Rep",5
"24083576","Eur J Med Res",5
"23931628","AIDS Res Hum Retroviruses",5
"25379670","PLoS One",5
"26866478","PLoS One",5
"26843130","Sci Rep",5
"26824644","PLoS Genet",5
"28543982","Dev Dyn",5
"28710492","Sci Rep",5
"28694815","Front Plant Sci",5
"22689643","Nucleic Acids Res",5
"30595504","Cancer Cell",5
"28659952","Front Plant Sci",5
"28629320","BMC Plant Biol",5
"25015847","J Pharmacokinet Pharmacodyn",5
"28636654","PLoS One",5
"27051515","Interface Focus",5
"22125377","Bioinformation",5
"28583124","Environ Health",5
"30487575","Nat Commun",5
"24405699","Genes Brain Behav",5
"30497403","BMC Plant Biol",5
"26669658","Sci Rep",5
"26608132","BMC Immunol",5
"26684789","PLoS One",5
"28499406","BMC Genomics",5
"22347478","PLoS One",5
"28473720","Sci Rep",5
"24934175","BMC Syst Biol",5
"30269419","Acta Physiol (Oxf)",5
"28485254","Br J Nutr",5
"24982889","Biomed Res Int",5
"23519100","Bioinformation",5
"26395080","Theor Biol Med Model",5
"28273100","PLoS One",5
"24742231","Clin Proteomics",5
"28261246","Front Plant Sci",5
"31391918","Cell Biosci",5
"28209158","BMC Syst Biol",5
"30256193","Elife",5
"31226122","PLoS Biol",5
"26451775","PLoS Comput Biol",5
"27980097","Nucleic Acids Res",5
"30208320","Cell Rep",5
"21338499","BMC Genomics",5
"28107180","Oncotarget",5
"28194157","Front Plant Sci",5
"28800327","J Alzheimers Dis",5
"28217743","mSphere",5
"29375514","Front Microbiol",5
"26075596","PLoS One",5
"30054475","Nat Commun",5
"25973739","Sci Rep",5
"30036383","PLoS Pathog",5
"27922008","Nat Commun",5
"27871066","FASEB J",5
"27608421","Mol Plant Pathol",5
"24178033","Nucleic Acids Res",5
"23826885","Br J Pharmacol",5
"23435420","Oncogene",5
"29921862","Nat Commun",5
"27768772","PLoS One",5
"27507791","G3 (Bethesda)",5
"27695046","PLoS One",5
"27716060","BMC Genomics",5
"25717338","Front Genet",5
"27746810","Front Plant Sci",5
"25691914","Algorithms Mol Biol",5
"30930166","Dev Cell",5
"25667933","Biomed Res Int",5
"23826520","Int J Ophthalmol",5
"27520106","BMC Microbiol",5
"23056603","PLoS One",5
"23152949","Genes (Basel)",5
"27459196","PLoS Genet",5
"19046747","Atherosclerosis",5
"27384321","PLoS One",5
"29606348","Cancer Cell",5
"27229484","Sci Rep",5
"27482468","NPJ Genom Med",5
"27148350","Front Genet",5
"27065955","Front Microbiol",5
"29399633","Sci Adv",5
"20003850","Reprod Fertil Dev",5
"24912454","Microbiologyopen",5
"24869855","Microbiology (Reading)",5
"24860167","Nucleic Acids Res",5
"22199230","Mol Cell Proteomics",5
"28149201","Proteome Sci",5
"21342555","BMC Bioinformatics",5
"26733207","Mol Cell Proteomics",5
"24433414","Comb Chem High Throughput Screen",5
"24551850","Biomed Res Int",5
"19193147","J Comput Biol",5
"24244389","PLoS One",5
"21559491","PLoS One",5
"26362649","Genome Med",5
"26416815","J Mol Endocrinol",5
"24141125","Appl Environ Microbiol",5
"22253740","PLoS One",5
"23957788","J Neuroendocrinol",5
"22140454","PLoS One",5
"28848387","Front Mol Neurosci",5
"26209669","Appl Environ Microbiol",5
"26149443","Mol Cell Proteomics",5
"20219133","BMC Med Genomics",5
"24216987","Cancers (Basel)",5
"25907765","Mol Cell Proteomics",5
"23560084","PLoS One",5
"26213533","Front Biol (Beijing)",5
"18211684","BMC Bioinformatics",5
"21575580","Biophys J",5
"28473709","Sci Rep",5
"19761575","BMC Bioinformatics",5
"21349867","Bioinformatics",5
"28298358","Am J Physiol Renal Physiol",5
"23251489","PLoS One",5
"22118281","Methods Cell Biol",5
"25729435","Genome Med",5
"28167798","Proc Natl Acad Sci U S A",5
"19381537","Methods Mol Biol",5
"22906315","BMC Syst Biol",5
"25266257","BMC Genomics",5
"19091023","BMC Bioinformatics",5
"25411639","J Immunother Cancer",5
"25200860","Breast Cancer Res",5
"18831784","BMC Genomics",5
"22691450","BMC Syst Biol",5
"22967011","BMC Bioinformatics",5
"19520789","Biostatistics",5
"20377456","J Comput Biol",5
"24733065","Int J Mol Sci",5
"19828077","BMC Bioinformatics",5
"19053995","Biometrics",5
"27270312","Oncotarget",5
"22379395","Curr Genomics",5
"27314674","PLoS One",5
"24345035","BMC Microbiol",5
"24378229","BMC Genomics",5
"21696640","BioData Min",5
"24130802","PLoS One",5
"24067240","Database (Oxford)",5
"26655797","Mol Syst Biol",5
"26553024","BMC Syst Biol",5
"20936122","J Biomed Biotechnol",5
"26199343","Mol Cell Proteomics",5
"26011637","PLoS One",5
"19810703","J Med Chem",5
"22188601","Theor Biol Med Model",5
"21994773","Viruses",5
"25145280","BMC Genomics",5
"24124461","PLoS One",5
"31781492","Front Oncol",4
"32360484","Pharmacol Res",4
"32344708","Nutrients",4
"31781487","Front Oncol",4
"30032270","Bioinformatics",4
"31516585","Oncol Lett",4
"31681566","Front Oncol",4
"31311829","Biosci Rep",4
"31308756","Cancer Manag Res",4
"31491024","PLoS One",4
"31694343","Cells",4
"31485608","Int J Mol Med",4
"30886611","Front Immunol",4
"31712557","Cell Death Dis",4
"30847302","Front Oncol",4
"30258285","Cancer Cell Int",4
"30828485","PeerJ",4
"30647760","Evid Based Complement Alternat Med",4
"30551660","Mar Drugs",4
"31087508","Mol Genet Genomic Med",4
"31043156","Lipids Health Dis",4
"31127628","J Cell Physiol",4
"30702595","Medicine (Baltimore)",4
"30521471","Biol Chem",4
"31040759","Dose Response",4
"31804558","Sci Rep",4
"31177590","Hepatol Res",4
"31605569","FEBS Open Bio",4
"31187492","J Cell Physiol",4
"30393234","Biosci Rep",4
"30872976","Cancer Cell Int",4
"31277149","Medicine (Baltimore)",4
"29978613","Yonsei Med J",4
"31681571","Front Oncol",4
"30652311","J Cell Physiol",4
"30736412","J Clin Med",4
"30816612","J Cell Biochem",4
"31239715","Onco Targets Ther",4
"31636628","Front Immunol",4
"31127138","Sci Rep",4
"30518872","Sci Rep",4
"29145805","BMC Bioinformatics",4
"29018475","Front Genet",4
"31118961","Evid Based Complement Alternat Med",4
"30668976","Food Chem Toxicol",4
"31807009","Onco Targets Ther",4
"31002358","Oncol Rep",4
"29910852","Gastroenterol Hepatol Bed Bench",4
"29963176","Oncol Lett",4
"29970196","J Exp Clin Cancer Res",4
"30002310","Int J Mol Sci",4
"31311090","Molecules",4
"30328513","J Cancer Res Clin Oncol",4
"31261517","Medicine (Baltimore)",4
"30106120","Mol Med Rep",4
"29382571","Gene",4
"29934492","Med Sci Monit",4
"30365134","Oncol Rep",4
"30691166","Int J Mol Sci",4
"30286756","J Transl Med",4
"29620215","Mol Med Rep",4
"30349363","Cancer Manag Res",4
"29686831","Parkinsons Dis",4
"30642348","J Transl Med",4
"28158465","Bioinformatics",4
"29940965","BMC Ophthalmol",4
"28453679","Bioinformatics",4
"29760609","Hereditas",4
"30671125","Evid Based Complement Alternat Med",4
"30143027","Parasit Vectors",4
"29974487","Clin Exp Dermatol",4
"28466792","BMC Bioinformatics",4
"31105744","Front Genet",4
"31020952","Med Sci Monit",4
"31558710","Cell Death Dis",4
"31433989","Cell Rep",4
"30886204","Sci Rep",4
"30541446","BMC Plant Biol",4
"31551073","Malar J",4
"30854091","J Cancer",4
"30867898","Parkinsons Dis",4
"30921326","PLoS Genet",4
"28901445","Mol Med Rep",4
"28968701","Bioinformatics",4
"31180520","Int J Oncol",4
"30896814","Mol Med Rep",4
"29115421","Mol Med Rep",4
"30810442","Cancer Biol Ther",4
"29758010","Int J Mol Sci",4
"29233860","J Mol Endocrinol",4
"30294603","Front Vet Sci",4
"29417867","Cell Cycle",4
"29464057","Oncotarget",4
"31131259","Front Oncol",4
"29435005","Oncol Lett",4
"29186305","Brief Bioinform",4
"31171905","Int J Med Sci",4
"30134903","World J Surg Oncol",4
"29719593","Oncotarget",4
"29118934","Gastroenterol Hepatol Bed Bench",4
"30425054","G3 (Bethesda)",4
"30244175","Genomics Proteomics Bioinformatics",4
"30640723","Aging (Albany NY)",4
"30574830","RNA Biol",4
"29558461","Med Sci Monit",4
"28253853","BMC Bioinformatics",4
"27466623","Bioinformatics",4
"31450622","Int J Mol Sci",4
"27853512","F1000Res",4
"29927945","PLoS One",4
"30368515","Med Sci Monit",4
"30881113","Cancer Manag Res",4
"30410354","Onco Targets Ther",4
"29922257","Front Microbiol",4
"27503052","BMC Syst Biol",4
"29955027","Zool Res",4
"31448221","Front Oncol",4
"30289875","Med Sci Monit",4
"29148239","Proteomics Clin Appl",4
"29881350","Front Pharmacol",4
"29901134","Mol Med Rep",4
"31189116","Cell Rep",4
"31321712","Hepatol Int",4
"31318935","PLoS One",4
"29393436","Mol Med Rep",4
"31138830","Sci Rep",4
"29054886","RNA",4
"28615672","Sci Rep",4
"30448225","EBioMedicine",4
"30365065","Int J Mol Med",4
"31445891","Cell Syst",4
"30670716","Sci Rep",4
"29853970","Evid Based Complement Alternat Med",4
"29137373","Oncotarget",4
"29184033","Sci Signal",4
"31245869","J Cell Biochem",4
"30382141","Sci Rep",4
"29201116","Iran J Pharm Res",4
"29258508","Malar J",4
"29693170","Int J Mol Med",4
"30355288","BMC Bioinformatics",4
"29595070","Am J Chin Med",4
"30643460","Cancer Manag Res",4
"28158294","PLoS One",4
"29434861","Oncol Lett",4
"31258758","J Cancer",4
"28176486","Proteomics",4
"30190564","Sci Rep",4
"29742587","Crit Care Med",4
"29995770","Medicine (Baltimore)",4
"29532898","Mol Med Rep",4
"28802582","J Proteomics",4
"29616096","Oncol Lett",4
"29615731","Sci Rep",4
"29367763","Oncogene",4
"29351810","Hum Genomics",4
"30061793","Proteome Sci",4
"26834984","F1000Res",4
"30002738","Genes Nutr",4
"28565775","Exp Ther Med",4
"29195273","J Proteome Res",4
"29900005","NPJ Syst Biol Appl",4
"31080547","Oxid Med Cell Longev",4
"28249044","PLoS One",4
"30181771","Chin Med",4
"30906219","Int J Biol Sci",4
"28742206","Eur Rev Med Pharmacol Sci",4
"29567951","Sci Rep",4
"29845217","Mol Med Rep",4
"28874504","Mol Cell Proteomics",4
"27242839","Front Plant Sci",4
"31822654","Cell Death Dis",4
"30870413","PLoS Genet",4
"26949516","F1000Res",4
"29021705","J Ginseng Res",4
"28552713","Gene",4
"27222482","Gene",4
"28954415","Molecules",4
"30108608","Front Genet",4
"27987172","Methods Mol Biol",4
"29250165","Oncol Lett",4
"29632304","Sci Rep",4
"30093862","Front Pharmacol",4
"31270845","J Cell Biochem",4
"31853309","Exp Ther Med",4
"31803627","Front Oncol",4
"29404836","Eur J Clin Microbiol Infect Dis",4
"29996948","Arthritis Res Ther",4
"29393467","Mol Med Rep",4
"29688273","Brief Bioinform",4
"29588451","Sci Rep",4
"28476618","Biochem Biophys Res Commun",4
"30628715","Mol Med Rep",4
"28391457","Environ Sci Pollut Res Int",4
"30365026","Nucleic Acids Res",4
"28058586","Pathol Oncol Res",4
"27846294","PLoS One",4
"28792504","PLoS One",4
"28521446","Oncol Lett",4
"30394643","IUBMB Life",4
"30609812","Int J Mol Sci",4
"29617380","PLoS One",4
"27899966","Oncol Lett",4
"30307711","Brain Behav",4
"32308732","Chin Med",4
"28260111","Mol Med Rep",4
"27993779","Bioinformatics",4
"30260972","PLoS One",4
"30610016","EMBO Rep",4
"28371001","J Appl Microbiol",4
"28681552","CPT Pharmacometrics Syst Pharmacol",4
"31130992","Front Genet",4
"29390402","Medicine (Baltimore)",4
"29749543","Int J Oncol",4
"31353263","Cell Metab",4
"30217813","J Biol Chem",4
"29441128","Mol Cytogenet",4
"28886276","Epigenetics",4
"26523131","Genomics Inform",4
"29691375","Transl Psychiatry",4
"31186803","Oncol Lett",4
"29873777","Nucleic Acids Res",4
"30128334","Data Brief",4
"29145252","Medicine (Baltimore)",4
"28578678","Parasit Vectors",4
"29220436","Database (Oxford)",4
"27220366","Sci Rep",4
"28072703","Medicine (Baltimore)",4
"28344658","Epigenetics Chromatin",4
"29930975","Cell Mol Gastroenterol Hepatol",4
"31511371","mSphere",4
"27831650","Eur Rev Med Pharmacol Sci",4
"29570735","PLoS One",4
"28033256","Medicine (Baltimore)",4
"25400907","F1000Res",4
"29176677","Sci Rep",4
"28674419","Sci Rep",4
"29067903","Euro Surveill",4
"29213087","Nat Commun",4
"30083178","Front Plant Sci",4
"29144390","Int J Mol Sci",4
"30949502","Biomed Res Int",4
"29187519","Mol Cell Proteomics",4
"30272326","Oncol Rep",4
"29084510","BMC Plant Biol",4
"29761466","Methods Mol Biol",4
"29038470","Sci Rep",4
"31382446","Viruses",4
"29950665","Sci Rep",4
"27733113","BMC Genomics",4
"31406638","3 Biotech",4
"28337225","Evid Based Complement Alternat Med",4
"31067459","Cell Rep",4
"25138169","Bioinformatics",4
"30128299","Toxicol Rep",4
"30131943","Front Cell Infect Microbiol",4
"30123704","PeerJ",4
"27516065","BMC Genomics",4
"31019085","Proc Natl Acad Sci U S A",4
"24978043","PLoS One",4
"30228286","Sci Rep",4
"29912667","Epigenetics",4
"28629469","World J Surg Oncol",4
"29237456","J Transl Med",4
"30065750","Front Genet",4
"30205969","Tuberculosis (Edinb)",4
"30976019","Sci Rep",4
"27497640","J Ethnopharmacol",4
"30984130","Front Microbiol",4
"29154475","J Cell Mol Med",4
"30936892","Front Genet",4
"30566420","Med Sci Monit",4
"27153602","Bioinformatics",4
"28717200","Sci Rep",4
"30097691","Cell Mol Life Sci",4
"30880449","Exp Biol Med (Maywood)",4
"27251040","Virol J",4
"28701700","Sci Rep",4
"24233784","Methods Mol Biol",4
"27888627","Oncotarget",4
"29096605","BMC Genomics",4
"28751930","Oxid Med Cell Longev",4
"30622613","Evid Based Complement Alternat Med",4
"26968041","Clin Exp Rheumatol",4
"26985959","Genet Mol Res",4
"29922264","Front Microbiol",4
"27010134","Eur Rev Med Pharmacol Sci",4
"30865899","Cell Rep",4
"28617445","Cell Death Dis",4
"29038499","Sci Rep",4
"30856163","PLoS Genet",4
"28615681","Sci Rep",4
"28635624","Genes (Basel)",4
"27086506","J Proteome Res",4
"27738870","Mol Neurobiol",4
"30581863","Biomed Res Int",4
"27446297","Exp Ther Med",4
"31134129","Front Genet",4
"29867845","Front Microbiol",4
"26782791","Mol Med Rep",4
"28320388","World J Surg Oncol",4
"29854829","J Immunol Res",4
"30705420","Sci Rep",4
"25385480","Mol Cell Biochem",4
"26641843","Spine (Phila Pa 1976)",4
"27284354","Exp Ther Med",4
"28497289","AMB Express",4
"28565754","Exp Ther Med",4
"30674892","Sci Rep",4
"26938987","PLoS One",4
"28503168","Front Microbiol",4
"27546286","Sci Rep",4
"25227403","Ann Hum Genet",4
"28837265","Proteomics",4
"29653565","BMC Ophthalmol",4
"29377898","PLoS Negl Trop Dis",4
"30669497","Mar Drugs",4
"28260076","Mol Med Rep",4
"27803950","Cell Mol Life Sci",4
"29370200","PLoS One",4
"29088807","Oncotarget",4
"28828274","PeerJ",4
"27801289","BMC Genomics",4
"30279327","Genes (Basel)",4
"30368216","Mol Ther Nucleic Acids",4
"29269398","FASEB J",4
"29619227","Hortic Res",4
"31782791","Gigascience",4
"28947976","Oncotarget",4
"29067456","Mol Med Rep",4
"27555782","Onco Targets Ther",4
"30589860","PLoS One",4
"28260098","Mol Med Rep",4
"29495545","Int J Mol Sci",4
"30984308","Dis Markers",4
"28410203","Oncotarget",4
"29467508","Sci Rep",4
"25949886","Oncoimmunology",4
"31781153","Front Genet",4
"27908864","Bone Joint Res",4
"29440651","Sci Rep",4
"30911282","Int J Med Sci",4
"30816442","Int J Mol Med",4
"29452199","J Allergy Clin Immunol",4
"30923713","Int J Genomics",4
"30652970","Elife",4
"30836724","Int J Stem Cells",4
"25879401","Diabetes Technol Ther",4
"31552107","Front Genet",4
"29375535","Front Microbiol",4
"30100882","Front Physiol",4
"24718810","Mol Med Rep",4
"27756246","BMC Nephrol",4
"25824986","Mol Med Rep",4
"25879022","Biomed Res Int",4
"26870179","Oncol Lett",4
"31419052","Plant Biotechnol J",4
"26498853","Mol Med Rep",4
"30053268","Nucleic Acids Res",4
"25993562","PLoS One",4
"29379305","Onco Targets Ther",4
"29042441","J Biol Chem",4
"30416497","Front Microbiol",4
"28794025","J Virol",4
"31458921","ACS Omega",4
"29312443","Front Genet",4
"29176937","Clin Proteomics",4
"30318850","Cancer Med",4
"29262782","BMC Genomics",4
"28373027","Genomics Proteomics Bioinformatics",4
"26884680","Bioinform Biol Insights",4
"30228194","Mol Cell Proteomics",4
"29113136","Int J Mol Sci",4
"30547845","BMC Syst Biol",4
"29254233","Oncotarget",4
"30569177","Mol Med Rep",4
"28821885","Sci Rep",4
"27995131","ERJ Open Res",4
"27809788","BMC Genomics",4
"27784266","BMC Genomics",4
"25969670","Proteome Sci",4
"30555514","Front Genet",4
"29027943","Genes (Basel)",4
"29983485","Bioinformation",4
"25288655","Database (Oxford)",4
"28710460","Sci Rep",4
"27626168","Oncotarget",4
"30469437","Noncoding RNA",4
"31316547","Front Genet",4
"31268164","Int J Oncol",4
"26143641","Oncotarget",4
"28101578","Int J Oncol",4
"31442410","Cell",4
"30383629","Medicine (Baltimore)",4
"26120583","Biomed Res Int",4
"28887518","Sci Rep",4
"26555076","PLoS One",4
"28594872","PLoS One",4
"24363806","PLoS One",4
"28586032","Oncol Rep",4
"30332850","Int J Mol Sci",4
"29578334","Biochemistry",4
"28725459","NPJ Syst Biol Appl",4
"30301969","Sci Rep",4
"28566751","Sci Rep",4
"24874690","Genome Announc",4
"31138831","Sci Rep",4
"24874689","Genome Announc",4
"24627804","F1000Res",4
"28520765","PLoS One",4
"25204982","BMC Syst Biol",4
"27804980","Sci Rep",4
"27922819","Aging (Albany NY)",4
"28758946","Pharmaceuticals (Basel)",4
"30804224","Genes Dev",4
"30261491","Cell Physiol Biochem",4
"27324824","Mol Oncol",4
"29925319","BMC Plant Biol",4
"29879995","J Transl Med",4
"26039994","Proc Natl Acad Sci U S A",4
"25348135","Neurol Sci",4
"29915391","Oncogene",4
"31701087","Nat Metab",4
"25520555","Cancer Inform",4
"30213925","Med Sci Monit",4
"29915604","Front Plant Sci",4
"25977760","Sci Data",4
"31061125","Proc Natl Acad Sci U S A",4
"24885447","BMC Genomics",4
"25785089","Int J Clin Exp Med",4
"28894456","Front Plant Sci",4
"27034707","Comput Math Methods Med",4
"29786076","Cell Death Differ",4
"27589530","J Alzheimers Dis",4
"25205120","Mol Biol Rep",4
"31143071","World J Gastroenterol",4
"30157754","BMC Microbiol",4
"30126230","Int J Mol Sci",4
"27586591","Sci Rep",4
"30210669","Am J Transl Res",4
"30158870","Front Pharmacol",4
"30883733","J Pathol",4
"29577053","J Immunol Res",4
"31127947","Syst Biol",4
"25408372","Pathol Oncol Res",4
"25434727","Mol Med Rep",4
"26997865","Biomark Insights",4
"29762087","OMICS",4
"30965601","Animals (Basel)",4
"29156692","Oncotarget",4
"27579049","Evid Based Complement Alternat Med",4
"25003364","Exp Clin Endocrinol Diabetes",4
"27546996","Mediators Inflamm",4
"30994381","Environ Health Perspect",4
"26656885","Database (Oxford)",4
"29636503","Sci Rep",4
"28508547","J Cachexia Sarcopenia Muscle",4
"29257259","Mol Med Rep",4
"29618826","Sci Rep",4
"30884189","Microb Biotechnol",4
"26859870","PLoS One",4
"25295047","Front Plant Sci",4
"28098242","Sci Rep",4
"30595996","Environ Sci Eur",4
"25182125","J Transl Med",4
"31057556","Front Immunol",4
"28562614","PLoS One",4
"30837345","mBio",4
"29535160","Mol Cell Proteomics",4
"30127913","Oncol Lett",4
"26744354","Dis Model Mech",4
"30833601","Sci Rep",4
"28377754","Front Microbiol",4
"30818821","Int J Mol Sci",4
"25339366","Mol Med Rep",4
"30951965","Mol Ther Nucleic Acids",4
"25454512","OMICS",4
"29901168","Mol Med Rep",4
"28327647","Sci Rep",4
"23394473","Orphanet J Rare Dis",4
"29458326","BMC Genomics",4
"30760287","J Transl Med",4
"30796281","Sci Rep",4
"27902768","PLoS One",4
"26445550","Onco Targets Ther",4
"31712697","Nat Ecol Evol",4
"29791871","J Mol Biol",4
"30023799","ACS Omega",4
"29438996","Mol Cell Proteomics",4
"30696953","Oncogene",4
"30696811","Transl Psychiatry",4
"30691143","Nutrients",4
"28099903","Oncotarget",4
"27114889","PeerJ",4
"29057124","Sleep Disord",4
"28179884","Front Physiol",4
"29904430","Exp Ther Med",4
"24260565","PLoS One",4
"25547011","BMC Bioinformatics",4
"28084435","Sci Rep",4
"26510531","Hum Genomics",4
"29600044","J Thorac Dis",4
"29731604","Drug Des Devel Ther",4
"29700419","Sci Rep",4
"25948119","Genes Genet Syst",4
"30804813","Front Physiol",4
"29549101","Appl Environ Microbiol",4
"29320982","BMC Genomics",4
"25070821","Eur Rev Med Pharmacol Sci",4
"30504132","Biol Open",4
"28904974","Biomed Res Int",4
"26384484","BMC Genomics",4
"30687352","Front Plant Sci",4
"29761460","Methods Mol Biol",4
"29272308","PLoS One",4
"29692775","Front Microbiol",4
"30591632","Molecules",4
"29805671","Oncol Lett",4
"30283744","Front Cell Infect Microbiol",4
"30558682","Microbiome",4
"29565813","Int J Mol Sci",4
"28791367","Mol Med Rep",4
"28716001","BMC Bioinformatics",4
"30523211","Mol Cell Proteomics",4
"30555669","Mol Autism",4
"31558740","Sci Rep",4
"30530223","Virology",4
"29167762","Front Cell Infect Microbiol",4
"30104567","Nat Commun",4
"29545786","Front Microbiol",4
"28928808","Oncol Lett",4
"29494532","Molecules",4
"25115202","BMC Med Genomics",4
"30458802","BMC Syst Biol",4
"30483228","Front Microbiol",4
"31501518","Cell Res",4
"30662605","Am J Transl Res",4
"24754179","Zhongguo Zhong Yao Za Zhi",4
"29067446","Mol Med Rep",4
"29384847","Medicine (Baltimore)",4
"22027258","BMC Syst Biol",4
"27695050","PLoS One",4
"27694936","Sci Rep",4
"28592861","Sci Rep",4
"30459725","Front Microbiol",4
"28640150","Medicine (Baltimore)",4
"29234590","J Bone Oncol",4
"30472640","Mol Ther Nucleic Acids",4
"30362171","J Child Psychol Psychiatry",4
"30347841","Int J Mol Sci",4
"30321197","PLoS One",4
"30405687","Front Genet",4
"30546966","Oncoimmunology",4
"30356996","PeerJ",4
"27556922","BMC Genomics",4
"29328377","Mol Med Rep",4
"31474994","Front Immunol",4
"27313597","Front Plant Sci",4
"30359818","Eur J Med Chem",4
"30341163","Genome Res",4
"24802001","Cell Physiol Biochem",4
"30285628","BMC Genomics",4
"30290838","Biol Res",4
"27507966","Front Microbiol",4
"31358996","Nat Immunol",4
"25480687","Database (Oxford)",4
"30237466","Sci Rep",4
"30180576","J Proteome Res",4
"24400017","Front Plant Sci",4
"20849585","BMC Bioinformatics",4
"29242531","Sci Rep",4
"31316060","Nat Commun",4
"30205482","Int J Mol Sci",4
"22032859","BMC Res Notes",4
"30171165","J Immunol",4
"21257609","Bioinformatics",4
"28729637","Sci Rep",4
"28733602","Sci Rep",4
"27525223","Bioimpacts",4
"23028651","PLoS One",4
"30210479","Front Microbiol",4
"25949802","F1000Res",4
"23543444","Eur Rev Med Pharmacol Sci",4
"25550845","Int J Clin Exp Pathol",4
"27366326","Hortic Res",4
"25257390","Diagn Pathol",4
"28687067","BMC Genomics",4
"30081822","Genet Sel Evol",4
"30214636","Theranostics",4
"30072656","Mar Drugs",4
"30080865","PLoS One",4
"30108570","Front Microbiol",4
"25161253","Bioinformatics",4
"30066920","Oncol Rep",4
"28729919","Transl Neurosci",4
"28596290","Genome Res",4
"31204102","Cell",4
"28035920","J Alzheimers Dis",4
"25365344","PLoS One",4
"31159860","Microbiome",4
"28914880","ISME J",4
"24152805","J Clin Bioinforma",4
"26654095","BMC Genomics",4
"30050590","Evid Based Complement Alternat Med",4
"29972786","Cell Rep",4
"25423109","PLoS One",4
"28852147","Sci Rep",4
"27974524","Proc Biol Sci",4
"29925434","Mol Brain",4
"30082823","Nat Commun",4
"26834999","F1000Res",4
"23339423","BMC Syst Biol",4
"23090021","Molecules",4
"24920900","Int J Nanomedicine",4
"29925314","BMC Bioinformatics",4
"25872475","BMC Genomics",4
"25392686","Cancer Inform",4
"23149694","Genes Nutr",4
"29998470","Cell Microbiol",4
"25379238","Behav Sci (Basel)",4
"29872149","Br J Cancer",4
"25268270","PLoS One",4
"29807110","Metab Eng",4
"26450699","Biol Direct",4
"31110502","Front Immunol",4
"31040860","Front Genet",4
"29754961","Stem Cell Reports",4
"29739971","Sci Rep",4
"31114302","J Pain Res",4
"29782846","Gastroenterology",4
"30978942","Mar Drugs",4
"30988016","EMBO J",4
"29743014","BMC Genomics",4
"29730773","Funct Integr Genomics",4
"25103914","BMC Syst Biol",4
"29755445","Front Microbiol",4
"30962433","Nat Commun",4
"30857592","Elife",4
"30715293","Gigascience",4
"28634817","Cell Stress Chaperones",4
"25379139","Comput Struct Biotechnol J",4
"28217095","Front Pharmacol",4
"28654018","Int J Mol Sci",4
"28617231","BMC Bioinformatics",4
"30984195","Front Immunol",4
"30958842","PLoS One",4
"27708750","Comput Struct Biotechnol J",4
"29636075","Mol Brain",4
"28915634","Oncotarget",4
"30935734","Lancet",4
"26503811","Pharmacogenomics J",4
"28575075","PLoS One",4
"29619230","Hortic Res",4
"28395335","Biol Reprod",4
"25332396","Nucleic Acids Res",4
"29900066","Oncoimmunology",4
"29218312","Int J Clin Exp Physiol",4
"30872683","Sci Rep",4
"28460328","J Environ Manage",4
"20840732","BMC Syst Biol",4
"30319985","Liver Cancer",4
"29374040","Appl Environ Microbiol",4
"28529714","F1000Res",4
"28469803","Am J Transl Res",4
"29491462","Sci Rep",4
"29479826","Cancer Med",4
"25161228","Bioinformatics",4
"29472636","Sci Rep",4
"29527420","PeerJ",4
"23379763","BioData Min",4
"29497601","Front Cell Infect Microbiol",4
"29440730","Sci Rep",4
"29409474","BMC Cancer",4
"27242037","Database (Oxford)",4
"28329008","PLoS One",4
"24401123","Biochemistry",4
"29459857","Front Immunol",4
"21349871","Bioinformatics",4
"28266556","Sci Rep",4
"29396540","Sci Rep",4
"29431900","Plant Biotechnol J",4
"27748408","Sci Rep",4
"30537259","Plant J",4
"28521423","Oncol Lett",4
"28178661","Oncotarget",4
"30634906","BMC Plant Biol",4
"29334896","BMC Genomics",4
"31548506","Metabolites",4
"29298837","Mol Cell Proteomics",4
"29312277","Front Microbiol",4
"29312212","Front Microbiol",4
"24358118","PLoS One",4
"24758335","BMC Syst Biol",4
"29326663","Front Microbiol",4
"29254483","BMC Cancer",4
"29383128","Oncotarget",4
"30514367","Microbiome",4
"22238258","Bioinformatics",4
"27517905","Int J Mol Sci",4
"26908457","Oncotarget",4
"29130787","Cell Adh Migr",4
"26849355","PLoS One",4
"29183982","Proc Natl Acad Sci U S A",4
"25470252","PLoS One",4
"23947592","BMC Genomics",4
"29137180","Metabolites",4
"30459214","Genome Res",4
"29234425","Evid Based Complement Alternat Med",4
"29097749","Sci Rep",4
"25738841","PLoS One",4
"26792975","Evol Bioinform Online",4
"27879674","Int J Mol Sci",4
"25700001","PLoS One",4
"29109713","Front Microbiol",4
"24816220","OMICS",4
